"Tmin_phi1","l_phi1","c_phi1","Tmin_phi2","l_phi2","c_phi2","Tmin_a","l_a","c_a","Tmin_b","l_b"
0.687606523744762,-0.100592321716249,0.882886902894825,5.40221649627534,8.04669053933676,3.87368152480696,0.782282386881434,0.373571285625529,1.22430834548607,-2.13672628735235,-6.76884364328671
0.397937906906009,0.149619776755571,-0.475881918333471,4.67375444620984,9.41254469893063,5.86216687151181,0.854462435674437,0.304871105153811,1.28010038744376,-2.34197315151816,-6.5700117969307
-0.515974566340446,0.415592012461275,-0.281609992031008,1.91965409140107,5.15930986697066,6.12734994103965,0.861731222148166,0.307007473752437,1.03667730964897,-3.01314561032755,-6.40836675539086
-0.723472672980279,-0.840942905284464,-0.723986936733127,3.05182175358576,3.35693369892869,4.74579532037284,0.709657308142911,0.329138065748833,1.25780690228152,-2.14678846244913,-6.76080023320586
0.766079493332654,-0.582438699435443,-0.566132965032011,3.83326148887593,4.19207270378613,6.14560217158117,0.671347363460281,0.558389829972796,0.839870348883623,-1.86210121235361,-6.0988110220254
0.196732212323695,0.140320759266615,0.306149629876018,2.08300427022027,4.43448912240871,4.49879700575304,0.752675821379562,0.48600519105436,1.12125194996369,-2.12051980244859,-6.4800326252429
-0.24522538902238,-0.635806394740939,0.535493957344443,5.3583907885187,5.26921812691942,3.62669060084929,2.00142511508781,0.296916250894788,0.999458871306985,-2.55584013021768,-6.68621646196865
0.873071153182536,0.597888134419918,-0.871298130135983,5.15751439835361,8.21209316296281,5.89328268847906,1.02177647500563,0.408337267806134,1.51133021456314,-2.65553730440003,-6.14075613515238
-0.692024681717157,-0.621420271228999,-0.507606553379446,2.74895532897779,7.99264037131317,8.86837758235742,0.688907119385793,0.250274956191012,0.988839375801979,-2.14155302506762,-6.43301798291576
-0.622032494284213,0.656759058590978,0.108800387009978,4.74569793245339,7.35106572633113,3.68411798547894,0.720763483321542,0.379330247225682,1.42731472540136,-2.13465917719206,-6.12032431554615
0.530168845783919,0.293040689546615,-0.746682384982705,0.198328779772608,5.67257518563995,3.23258275829859,0.810802526755,0.358624999632833,1.43452384390723,-2.16681840972155,-6.15772356303169
-0.720617398153991,0.629437915049493,-0.648719172459096,4.5049361429356,5.01266529536706,8.41553986800897,1.05226096099981,0.324236121293949,1.13030652259244,-2.19538275922015,-6.52682808302814
0.663968328386545,-0.418139587622136,-0.459863435477018,3.58905332622573,5.83782681417644,4.83479278875463,0.92994926360728,0.369417617059869,1.26996618072073,-2.93728846748283,-6.61869152265463
-0.965485576540232,-0.523788681719452,-0.928710700012743,5.09964624674711,6.66344982073435,8.11563752170104,0.812376049034008,0.421861832949202,0.938609425446604,-2.55301183611994,-6.23899473858745
0.193577198777348,0.838887829333544,0.21958569297567,0.942959477361468,8.88063746491646,6.30828808172519,1.14773071465917,0.292305525613575,0.912082819969095,-2.30375924730075,-7.01755489327934
-0.862203778233379,0.664383784402162,0.101919631008059,1.40970872487254,6.58592446522926,6.55837620367644,0.771493869121556,0.472692250220995,0.9905955480631,-2.51852799932367,-6.75848456931486
-0.752298859879375,-0.0584995741955936,0.745644218754023,0.961594628173156,3.17244060294213,8.80441965388727,0.77781662151076,0.273918774376934,1.18963832292407,-2.82620393236859,-6.58787403280584
-0.469342010095716,0.273804917465895,-0.0882368623279035,1.51090801113188,9.05302335286349,3.50298178909215,0.719527293352804,0.447145181830607,1.04551250763097,-2.53453214586206,-6.96116110679567
-0.798828497994691,0.361452104523778,0.228393698111176,2.27510380583414,7.84532860373533,4.43476704612249,1.23123686513075,0.748216378521347,1.01773631118144,-2.44708173644921,-6.33615794123944
-0.942365107126534,0.396299470216036,-0.684339193627238,0.810759808611771,5.11438565841705,8.56718003713926,0.768501896743049,0.315703114973822,1.10434693615125,-3.0800357917225,-6.443192174438
