"phi1","phi2","corT1y","corT2yT1","corT3yT1"
1.94194398558086,2.18602744374325,-0.333261491975564,-0.578945218252076,0.82541808115119
0.70551230051624,5.50763928115749,0.742621931083899,0.713001646324555,-0.713588307844855
0.823249656193651,0.787120490499285,0.672564397722996,0.692100560242076,0.709522678540916
1.90268731515327,3.37950627180695,-0.313644823179281,-0.970464306359809,-0.224147070553582
1.40027204114055,3.94354216680597,0.163313048068979,-0.681135339710985,-0.720070282103499
1.80879516416006,3.41031438297416,-0.224791980412224,-0.962348214986051,-0.254859905579655
1.25549474608719,3.09666260653013,0.315065950709688,-0.998950540544477,0.063356038102809
1.95307869547062,1.10312857300149,-0.356550795194045,0.430715235197059,0.894776609167031
2.53814615510651,3.57468410012407,-0.817751923276056,-0.902980975350376,-0.413740061614816
2.29300854608284,0.355878938986273,-0.657020243029791,0.934188437651326,0.340302173683794
1.61412463050709,2.66544156659151,-0.0241950223771249,-0.886660024838907,0.477937578401816
1.5258193502907,1.33486098928964,0.055465011357277,0.212974287639683,0.973162807468161
1.09885076967026,4.58520166249953,0.430644216088739,-0.107093165997421,-0.992212687078897
1.66333056591872,4.57439037312593,-0.102283732748176,-0.11767089342503,-0.990830577180163
1.32095586321415,2.11785255881994,0.254778978289568,-0.523454033274548,0.861124371244025
1.60866921663576,5.95642082984179,-0.0531573579222418,0.945669552733941,-0.341703628823399
2.32234799922019,0.576993688960286,-0.676476798345134,0.829945096331376,0.543168752451227
1.01667249742775,4.0346450478695,0.513873924953031,-0.610639220852716,-0.78105173656283
0.778887571987013,5.36661752589248,0.689378131581101,0.609591919040989,-0.803309289058532
1.46312620601122,5.36218059337357,0.0839183486796231,0.606147195115587,-0.805885419421353
1.37571156245825,2.83260024343279,0.203965711056871,-0.95132974512528,0.324851212723623
1.72409852165459,3.45702217539834,-0.143560530531071,-0.948204481335839,-0.300942437276741
2.28474795893919,4.19931886472639,-0.647239068589888,-0.471344897984028,-0.873526612640797
1.39320480492249,3.02396779920819,0.185914529762294,-0.99283556416448,0.136923884929221
1.0656620102981,4.8292068833021,0.45644634396314,0.131414810335856,-0.993484497353924
2.45459524750864,1.85829394263601,-0.754002900904107,-0.293743381862544,0.960900498853905
1.27995903405396,4.29068457804079,0.270361129506401,-0.388779257851914,-0.914353962431235
2.0591644050645,3.37651558887872,-0.456840070265941,-0.971200436770392,-0.221153792548581
1.67712509350222,2.91503278501045,-0.0883640171529914,-0.973632558958361,0.245202829839617
2.61973519430414,2.88738652111259,-0.858979782298922,-0.966885271800899,0.272169468069769
0.731353123991211,0.833762960705388,0.737430719128734,0.657116201377652,0.742120949347015
2.11383816454682,5.66799101919387,-0.514978228735392,0.814531056275607,-0.594349455766442
1.64167230312203,4.82329435798169,-0.0841954448918098,0.125690824574274,-0.994125751344579
1.99263506861581,1.08790422446912,-0.393007912967256,0.44443177803312,0.887861322674749
